txn_id,order_date,amount,category,payment_method,device,address_match,customer_tier,customer_age_days,order_velocity,previous_returns,hour,pincode_tier,state,returned
TXN-01847,2025-06-02 12:00,393.05,Beauty,Credit Card,Desktop,Same as billing,Loyal,1035,8,1,12,Metro,Punjab,0
TXN-01848,2025-08-11 14:00,3000.57,Beauty,UPI,Mobile,Same as billing,New,41,6,0,14,Tier-1,Odisha,0
TXN-01849,2025-08-26 12:00,277.96,Home & Kitchen,Debit Card,Mobile,Same as billing,New,44,6,0,12,Tier-1,Kerala,0
TXN-01850,2025-07-26 16:00,2677.69,Clothing,Debit Card,Mobile,Different from billing,New,59,4,0,16,Metro,Madhya Pradesh,0
TXN-01851,2025-06-22 11:00,603.08,Electronics,Net Banking,Mobile,Same as billing,Returning,607,4,3,11,Tier-3,Delhi,0
TXN-01852,2025-06-01 17:00,2145.08,Electronics,Debit Card,Mobile,Same as billing,Returning,793,3,0,17,Tier-2,Madhya Pradesh,0
TXN-01853,2025-08-11 18:00,2510.68,Clothing,Credit Card,Mobile,Same as billing,Returning,661,11,1,18,Tier-3,Maharashtra,0
TXN-01854,2025-07-24 10:00,4544.72,Home & Kitchen,UPI,Mobile,Different from billing,Returning,618,14,0,10,Tier-1,Delhi,0
TXN-01855,2025-08-28 21:00,678.99,Home & Kitchen,UPI,Desktop,Same as billing,Returning,60,11,0,21,Tier-3,Madhya Pradesh,0
TXN-01856,2025-06-12 13:00,1003.81,Clothing,Credit Card,Mobile,Same as billing,New,35,4,0,13,Tier-1,Bihar,0
TXN-01857,2025-07-22 13:00,2960.6,Clothing,Net Banking,Mobile,Different from billing,Returning,719,7,0,13,Metro,Uttar Pradesh,0
TXN-01858,2025-06-29 11:00,6018.86,Clothing,Debit Card,Mobile,Same as billing,Returning,270,9,0,11,Metro,Odisha,0
TXN-01859,2025-06-27 11:00,643.79,Clothing,UPI,Mobile,Same as billing,Returning,500,7,2,11,Tier-3,Delhi,0
TXN-01860,2025-06-11 12:00,870.92,Clothing,Wallet,Mobile,Same as billing,Returning,594,13,1,12,Tier-2,Punjab,0
TXN-01861,2025-08-21 05:00,4229.13,Electronics,Debit Card,Mobile,Same as billing,Loyal,1001,1,1,5,Tier-1,Odisha,0
TXN-01862,2025-06-01 16:00,5619.95,Sports,UPI,Tablet,Same as billing,Returning,506,2,0,16,Tier-3,Maharashtra,0
TXN-01863,2025-07-20 16:00,2562.64,Clothing,Debit Card,Mobile,Same as billing,Loyal,1976,6,0,16,Metro,Rajasthan,0
TXN-01864,2025-08-15 10:00,8106.07,Clothing,Debit Card,Desktop,Same as billing,New,78,3,0,10,Tier-1,West Bengal,0
TXN-01865,2025-08-11 19:00,2264.34,Toys,UPI,Desktop,Same as billing,Returning,168,1,1,19,Metro,Delhi,0
TXN-01866,2025-06-07 20:00,6561.59,Home & Kitchen,COD,Mobile,Same as billing,New,32,9,0,20,Tier-1,Uttar Pradesh,0
TXN-01867,2025-06-09 15:00,10662.98,Home & Kitchen,COD,Tablet,Same as billing,New,62,11,0,15,Tier-2,Odisha,1
TXN-01868,2025-08-10 12:00,12946.08,Books,Debit Card,Desktop,Same as billing,Returning,793,9,1,12,Metro,Karnataka,1
TXN-01869,2025-06-20 10:00,1017.09,Home & Kitchen,Debit Card,Desktop,Different from billing,Loyal,972,11,0,10,Tier-3,Maharashtra,0
TXN-01870,2025-06-07 21:00,1162.86,Electronics,UPI,Mobile,Same as billing,New,35,13,0,21,Metro,Rajasthan,0
TXN-01871,2025-07-23 17:00,24243.54,Home & Kitchen,Credit Card,Mobile,Same as billing,New,72,6,0,17,Metro,Bihar,0
TXN-01872,2025-07-16 04:00,1115.37,Sports,Net Banking,Desktop,Same as billing,New,58,5,0,4,Tier-3,Karnataka,0
TXN-01873,2025-08-11 10:00,3092.06,Sports,Debit Card,Mobile,Different from billing,New,85,10,0,10,Metro,Kerala,0
TXN-01874,2025-07-16 12:00,15020.52,Toys,UPI,Desktop,Same as billing,Returning,429,10,1,12,Tier-2,Punjab,1
TXN-01875,2025-06-13 12:00,5054.08,Electronics,Wallet,Mobile,Different from billing,Returning,357,10,0,12,Tier-1,Telangana,1
TXN-01876,2025-07-28 20:00,660.94,Home & Kitchen,Credit Card,Desktop,Same as billing,Loyal,1974,9,1,20,Tier-1,Uttar Pradesh,0
TXN-01877,2025-06-06 08:00,1314.69,Clothing,Credit Card,Desktop,Different from billing,Loyal,450,4,0,8,Metro,Maharashtra,0
TXN-01878,2025-07-06 09:00,879.82,Sports,Credit Card,Mobile,Different from billing,Loyal,1409,7,0,9,Tier-1,Madhya Pradesh,0
TXN-01879,2025-06-08 11:00,263.72,Books,COD,Mobile,Different from billing,Returning,453,1,1,11,Tier-2,Delhi,0
TXN-01880,2025-06-20 10:00,254.81,Books,COD,Mobile,Different from billing,Loyal,1847,5,0,10,Tier-3,Assam,0
TXN-01881,2025-06-04 17:00,2630.64,Home & Kitchen,UPI,Tablet,Different from billing,Returning,523,10,0,17,Tier-3,Punjab,1
TXN-01882,2025-06-20 07:00,1376.1,Sports,COD,Mobile,Same as billing,New,72,7,0,7,Tier-1,Punjab,0
TXN-01883,2025-07-23 11:00,1295.8,Beauty,Credit Card,Mobile,Same as billing,Loyal,1963,6,0,11,Tier-1,Uttar Pradesh,0
TXN-01884,2025-08-08 08:00,3959.14,Electronics,Net Banking,Mobile,Same as billing,Loyal,1258,11,0,8,Tier-1,Gujarat,0
TXN-01885,2025-07-02 10:00,971.91,Home & Kitchen,Debit Card,Mobile,Same as billing,Returning,417,12,0,10,Metro,Telangana,0
TXN-01886,2025-08-30 15:00,1810.28,Home & Kitchen,UPI,Mobile,Different from billing,New,49,9,0,15,Metro,Punjab,0
TXN-01887,2025-08-30 08:00,194.77,Electronics,COD,Desktop,Different from billing,Returning,680,14,0,8,Tier-3,Telangana,1
TXN-01888,2025-07-07 11:00,7401.99,Electronics,Credit Card,Desktop,Same as billing,New,78,14,0,11,Tier-1,Assam,0
TXN-01889,2025-08-27 18:00,99,Books,COD,Tablet,Different from billing,Returning,55,13,1,18,Metro,Rajasthan,1
TXN-01890,2025-07-09 14:00,1756.54,Home & Kitchen,Credit Card,Mobile,Different from billing,Returning,517,9,0,14,Tier-1,Maharashtra,0
TXN-01891,2025-08-13 14:00,1803.76,Clothing,Wallet,Mobile,Same as billing,Loyal,611,4,0,14,Metro,Assam,0
TXN-01892,2025-08-17 11:00,9454.28,Clothing,UPI,Mobile,Same as billing,Loyal,1255,4,0,11,Metro,Telangana,0
TXN-01893,2025-08-03 10:00,1622.52,Clothing,COD,Tablet,Same as billing,Loyal,1648,3,1,10,Tier-1,Karnataka,0
TXN-01894,2025-06-24 17:00,2545.28,Home & Kitchen,COD,Desktop,Different from billing,New,33,13,0,17,Tier-1,Odisha,0
TXN-01895,2025-08-30 17:00,2329.02,Electronics,UPI,Desktop,Same as billing,New,4,15,0,17,Tier-2,Odisha,0
TXN-01896,2025-07-21 04:00,879.2,Electronics,UPI,Mobile,Different from billing,Returning,313,10,0,4,Tier-3,Delhi,0
TXN-01897,2025-07-26 11:00,689.31,Electronics,COD,Desktop,Same as billing,Loyal,808,9,0,11,Tier-1,Punjab,0
TXN-01898,2025-07-03 14:00,1929.81,Clothing,Credit Card,Mobile,Same as billing,Returning,616,15,0,14,Tier-1,Odisha,0
TXN-01899,2025-06-26 19:00,237.07,Clothing,Credit Card,Mobile,Same as billing,Returning,244,6,0,19,Tier-1,Uttar Pradesh,0
TXN-01900,2025-07-10 07:00,524.33,Home & Kitchen,UPI,Desktop,Different from billing,Loyal,1065,13,1,7,Tier-2,Uttar Pradesh,0
TXN-01901,2025-08-17 01:00,957.32,Clothing,Wallet,Mobile,Same as billing,Returning,190,13,0,1,Metro,Delhi,0
TXN-01902,2025-08-07 20:00,697.01,Home & Kitchen,Credit Card,Desktop,Different from billing,New,61,4,0,20,Tier-3,Kerala,0
TXN-01903,2025-08-18 20:00,867.12,Clothing,UPI,Mobile,Same as billing,New,58,3,0,20,Tier-2,Maharashtra,0
TXN-01904,2025-06-23 06:00,1863.0,Home & Kitchen,Wallet,Desktop,Different from billing,New,82,6,0,6,Tier-3,Kerala,0
TXN-01905,2025-06-21 16:00,1766.88,Electronics,Credit Card,Desktop,Same as billing,New,23,12,0,16,Metro,West Bengal,0
TXN-01906,2025-08-15 12:00,926.48,Home & Kitchen,COD,Desktop,Same as billing,Loyal,1559,10,0,12,Tier-1,Maharashtra,0
TXN-01907,2025-08-01 18:00,1053.36,Home & Kitchen,UPI,Desktop,Same as billing,New,19,8,0,18,Metro,Assam,0
TXN-01908,2025-07-15 14:00,4942.86,Home & Kitchen,Credit Card,Desktop,Same as billing,Returning,387,6,1,14,Tier-3,Punjab,0
TXN-01909,2025-07-27 19:00,15134.46,Beauty,UPI,Mobile,Same as billing,Returning,602,12,1,19,Tier-1,West Bengal,0
TXN-01910,2025-07-11 18:00,2679.7,Sports,UPI,Desktop,Different from billing,New,61,9,0,18,Tier-1,Uttar Pradesh,1
TXN-01911,2025-06-28 09:00,4552.06,Home & Kitchen,UPI,Desktop,Same as billing,Loyal,267,12,1,9,Metro,Kerala,0
TXN-01912,2025-07-29 09:00,4918.05,Sports,Net Banking,Desktop,Different from billing,Loyal,919,9,1,9,Tier-1,Karnataka,0
TXN-01913,2025-07-26 09:00,1493.37,Clothing,Wallet,Desktop,Same as billing,New,17,15,0,9,Tier-3,Odisha,0
TXN-01914,2025-08-13 14:00,871.39,Electronics,UPI,Tablet,Different from billing,New,2,3,0,14,Tier-2,Odisha,0
TXN-01915,2025-08-01 17:00,1009.82,Toys,UPI,Desktop,Same as billing,Returning,52,7,0,17,Tier-1,Punjab,0
TXN-01916,2025-07-28 18:00,734.16,Clothing,Debit Card,Desktop,Different from billing,Loyal,1493,11,0,18,Metro,Bihar,0
TXN-01917,2025-06-04 16:00,7347.28,Clothing,Credit Card,Mobile,Different from billing,Loyal,507,10,0,16,Tier-2,Assam,0
TXN-01918,2025-06-28 14:00,399.42,Clothing,Debit Card,Mobile,Same as billing,Loyal,688,8,1,14,Tier-3,Punjab,1
TXN-01919,2025-08-28 13:00,12476.75,Electronics,UPI,Desktop,Same as billing,Loyal,1055,5,0,13,Tier-1,Punjab,0
TXN-01920,2025-08-08 15:00,756.27,Clothing,Wallet,Desktop,Different from billing,Returning,473,15,1,15,Metro,Uttar Pradesh,0
TXN-01921,2025-07-04 14:00,1655.6,Home & Kitchen,UPI,Desktop,Same as billing,Loyal,978,13,0,14,Tier-2,Odisha,0
TXN-01922,2025-08-06 11:00,8035.99,Toys,Wallet,Desktop,Same as billing,Returning,631,4,0,11,Tier-2,Punjab,0
TXN-01923,2025-06-05 12:00,7432.01,Sports,COD,Mobile,Same as billing,Loyal,603,14,0,12,Tier-2,Bihar,0
TXN-01924,2025-08-16 15:00,1407.61,Electronics,Debit Card,Desktop,Different from billing,Returning,33,4,0,15,Tier-3,Gujarat,0
TXN-01925,2025-07-06 17:00,2907.25,Electronics,UPI,Desktop,Same as billing,Returning,364,1,0,17,Tier-2,Gujarat,0
TXN-01926,2025-08-08 08:00,99,Sports,UPI,Mobile,Different from billing,Returning,755,8,2,8,Tier-3,Assam,0
TXN-01927,2025-08-02 14:00,12314.61,Clothing,Net Banking,Mobile,Different from billing,New,13,6,0,14,Tier-2,Punjab,0
TXN-01928,2025-08-26 09:00,1874.98,Books,COD,Mobile,Same as billing,New,46,11,0,9,Tier-3,Maharashtra,0
TXN-01929,2025-08-07 15:00,2320.95,Books,UPI,Mobile,Same as billing,Loyal,1699,9,0,15,Tier-2,Odisha,1
TXN-01930,2025-08-30 16:00,1873.98,Beauty,COD,Desktop,Same as billing,Loyal,1013,12,0,16,Tier-2,Uttar Pradesh,1
TXN-01931,2025-07-23 14:00,481.64,Beauty,COD,Tablet,Same as billing,New,64,13,0,14,Tier-1,Gujarat,0
TXN-01932,2025-07-28 12:00,959.23,Sports,Debit Card,Tablet,Different from billing,Returning,755,2,0,12,Metro,Kerala,0
TXN-01933,2025-07-07 16:00,4251.88,Home & Kitchen,Debit Card,Mobile,Different from billing,Loyal,762,9,0,16,Metro,Telangana,0
TXN-01934,2025-07-04 19:00,4004.02,Clothing,UPI,Mobile,Different from billing,New,46,10,0,19,Tier-2,Punjab,0
TXN-01935,2025-06-22 16:00,1490.59,Beauty,UPI,Mobile,Different from billing,New,86,8,0,16,Tier-2,Assam,1
TXN-01936,2025-06-09 20:00,2977.9,Electronics,COD,Desktop,Same as billing,Returning,276,13,0,20,Metro,Gujarat,0
TXN-01937,2025-07-17 19:00,1268.59,Toys,UPI,Mobile,Same as billing,Loyal,1029,7,0,19,Tier-3,Punjab,0
TXN-01938,2025-07-09 22:00,3141.89,Clothing,COD,Mobile,Same as billing,Loyal,1145,9,0,22,Metro,West Bengal,0
TXN-01939,2025-08-14 12:00,729.58,Clothing,UPI,Tablet,Different from billing,Loyal,253,9,1,12,Tier-2,Delhi,0
TXN-01940,2025-08-09 11:00,391.88,Sports,UPI,Mobile,Same as billing,New,36,1,0,11,Metro,Odisha,0
TXN-01941,2025-07-01 15:00,8958.02,Clothing,UPI,Tablet,Same as billing,Returning,561,3,3,15,Tier-2,Assam,0
TXN-01942,2025-08-18 09:00,1612.02,Beauty,COD,Mobile,Same as billing,Loyal,1693,1,0,9,Metro,Assam,0
TXN-01943,2025-06-24 10:00,4187.75,Electronics,UPI,Desktop,Different from billing,Returning,602,4,1,10,Tier-1,Telangana,0
TXN-01944,2025-07-26 12:00,1041.28,Clothing,UPI,Desktop,Different from billing,Returning,202,5,0,12,Tier-1,Odisha,0
TXN-01945,2025-07-03 11:00,2918.27,Electronics,COD,Mobile,Different from billing,New,1,3,0,11,Tier-1,Telangana,0
TXN-01946,2025-08-14 16:00,4266.94,Toys,Credit Card,Mobile,Same as billing,Loyal,1281,3,0,16,Tier-3,Uttar Pradesh,0
TXN-01947,2025-08-23 14:00,4484.05,Electronics,Credit Card,Mobile,Same as billing,Returning,306,1,1,14,Metro,West Bengal,0
TXN-01948,2025-07-23 13:00,99,Home & Kitchen,Credit Card,Mobile,Different from billing,Returning,732,13,1,13,Metro,Telangana,0
TXN-01949,2025-08-23 17:00,6263.08,Electronics,Net Banking,Mobile,Different from billing,New,81,12,0,17,Tier-1,Maharashtra,1
TXN-01950,2025-07-03 20:00,357.63,Clothing,Credit Card,Mobile,Same as billing,New,11,11,0,20,Metro,Telangana,0
TXN-01951,2025-07-29 16:00,4324.58,Electronics,UPI,Mobile,Same as billing,Loyal,1827,6,0,16,Tier-2,Uttar Pradesh,0
TXN-01952,2025-07-11 18:00,2003.25,Electronics,UPI,Mobile,Same as billing,Returning,517,15,0,18,Metro,Tamil Nadu,0
TXN-01953,2025-08-02 15:00,2737.15,Clothing,UPI,Mobile,Different from billing,Loyal,1440,2,1,15,Metro,Karnataka,0
TXN-01954,2025-06-20 08:00,557.95,Clothing,COD,Desktop,Different from billing,Returning,642,1,1,8,Tier-3,Kerala,1
TXN-01955,2025-06-24 11:00,2378.36,Electronics,UPI,Mobile,Same as billing,Returning,36,11,0,11,Tier-3,Odisha,0
TXN-01956,2025-06-06 12:00,302.18,Home & Kitchen,Credit Card,Tablet,Same as billing,Returning,188,1,0,12,Tier-3,Maharashtra,0
TXN-01957,2025-07-02 17:00,574.2,Clothing,COD,Mobile,Different from billing,Loyal,1224,1,0,17,Metro,Maharashtra,0
TXN-01958,2025-07-13 11:00,119.22,Books,Net Banking,Mobile,Same as billing,Returning,145,1,1,11,Tier-3,Madhya Pradesh,0
TXN-01959,2025-08-27 19:00,2012.44,Home & Kitchen,Credit Card,Tablet,Same as billing,Returning,422,8,1,19,Tier-2,Tamil Nadu,0
TXN-01960,2025-07-17 17:00,942.22,Home & Kitchen,Credit Card,Mobile,Same as billing,New,74,5,0,17,Tier-3,Gujarat,0
TXN-01961,2025-08-30 13:00,481.96,Clothing,UPI,Desktop,Different from billing,Returning,617,1,1,13,Tier-2,Punjab,1
TXN-01962,2025-08-23 19:00,1070.48,Home & Kitchen,COD,Mobile,Same as billing,Loyal,687,4,0,19,Tier-2,Delhi,1
TXN-01963,2025-08-01 15:00,1225.64,Clothing,COD,Mobile,Same as billing,Returning,268,8,0,15,Tier-3,Assam,0
TXN-01964,2025-07-30 01:00,6735.8,Electronics,COD,Mobile,Same as billing,Loyal,1828,4,1,1,Tier-2,Kerala,1
TXN-01965,2025-08-22 17:00,2058.83,Electronics,Credit Card,Mobile,Same as billing,Loyal,1591,13,0,17,Metro,Kerala,0
TXN-01966,2025-08-27 11:00,360.16,Electronics,Credit Card,Desktop,Same as billing,Returning,414,5,0,11,Metro,Madhya Pradesh,0
TXN-01967,2025-07-03 16:00,425.08,Beauty,Debit Card,Tablet,Same as billing,Loyal,594,15,0,16,Tier-3,Odisha,0
TXN-01968,2025-07-19 18:00,2257.85,Clothing,Net Banking,Desktop,Different from billing,New,16,15,0,18,Tier-1,Kerala,0
TXN-01969,2025-06-09 08:00,703.12,Electronics,UPI,Tablet,Same as billing,Loyal,1509,2,0,8,Tier-3,Bihar,0
TXN-01970,2025-06-09 15:00,1433.57,Electronics,COD,Desktop,Same as billing,Loyal,1195,13,0,15,Tier-2,Uttar Pradesh,0
TXN-01971,2025-07-20 13:00,2268.49,Home & Kitchen,Net Banking,Tablet,Different from billing,Returning,355,10,0,13,Tier-1,Karnataka,0
TXN-01972,2025-06-22 08:00,353.56,Sports,Wallet,Mobile,Same as billing,Returning,708,8,1,8,Metro,Assam,0
TXN-01973,2025-06-07 13:00,394.53,Clothing,COD,Mobile,Same as billing,New,14,8,0,13,Tier-2,Delhi,1
TXN-01974,2025-07-28 20:00,798.66,Electronics,COD,Desktop,Different from billing,Loyal,622,9,0,20,Tier-2,Punjab,0
TXN-01975,2025-06-23 11:00,2309.75,Clothing,UPI,Desktop,Different from billing,New,72,7,0,11,Metro,Rajasthan,0
TXN-01976,2025-07-01 15:00,953.48,Beauty,Credit Card,Mobile,Same as billing,Returning,771,13,0,15,Tier-1,Rajasthan,0
TXN-01977,2025-07-13 09:00,2730.28,Home & Kitchen,UPI,Mobile,Same as billing,New,20,7,0,9,Tier-1,West Bengal,0
TXN-01978,2025-07-18 08:00,3705.36,Electronics,Credit Card,Mobile,Different from billing,Loyal,1513,5,0,8,Tier-1,Assam,0
TXN-01979,2025-08-22 15:00,3966.17,Clothing,COD,Mobile,Different from billing,Loyal,798,11,0,15,Tier-1,Maharashtra,0
TXN-01980,2025-08-29 07:00,3921.37,Electronics,Debit Card,Desktop,Same as billing,Returning,222,7,1,7,Tier-1,Karnataka,0
TXN-01981,2025-07-16 22:00,342.82,Clothing,Debit Card,Mobile,Different from billing,Loyal,1246,9,0,22,Tier-1,Odisha,0
TXN-01982,2025-07-05 10:00,170.23,Electronics,Net Banking,Mobile,Different from billing,Returning,667,4,0,10,Metro,West Bengal,0
TXN-01983,2025-06-01 08:00,1909.22,Home & Kitchen,Debit Card,Mobile,Different from billing,New,80,10,0,8,Tier-3,Kerala,0
TXN-01984,2025-07-12 09:00,812.08,Home & Kitchen,UPI,Mobile,Same as billing,Returning,84,11,1,9,Tier-1,Odisha,0
TXN-01985,2025-08-27 09:00,1092.21,Clothing,UPI,Tablet,Same as billing,Loyal,977,10,0,9,Tier-3,Odisha,0
TXN-01986,2025-08-12 10:00,1565.05,Beauty,UPI,Mobile,Different from billing,Loyal,1458,15,1,10,Metro,Rajasthan,0
TXN-01987,2025-06-07 16:00,63920.19,Electronics,Debit Card,Desktop,Same as billing,New,10,12,0,16,Metro,Delhi,0
TXN-01988,2025-06-22 10:00,532.2,Electronics,Debit Card,Tablet,Different from billing,New,42,5,0,10,Tier-1,Telangana,0
TXN-01989,2025-06-26 12:00,415.22,Clothing,Credit Card,Tablet,Same as billing,Returning,357,9,0,12,Tier-3,Maharashtra,0
TXN-01990,2025-07-31 13:00,2857.19,Electronics,COD,Mobile,Same as billing,New,13,11,0,13,Metro,Odisha,0
TXN-01991,2025-08-17 10:00,3497.85,Home & Kitchen,UPI,Mobile,Same as billing,New,20,14,0,10,Tier-3,Rajasthan,1
TXN-01992,2025-07-09 18:00,275.64,Home & Kitchen,Credit Card,Mobile,Same as billing,Returning,402,10,0,18,Tier-2,Uttar Pradesh,0
TXN-01993,2025-08-16 08:00,3342.69,Home & Kitchen,COD,Tablet,Different from billing,Loyal,433,15,0,8,Tier-3,Telangana,0
TXN-01994,2025-08-11 15:00,484.57,Clothing,UPI,Mobile,Same as billing,Loyal,554,9,1,15,Tier-3,Bihar,0
TXN-01995,2025-06-19 18:00,99,Home & Kitchen,UPI,Mobile,Different from billing,Returning,289,3,0,18,Tier-2,Karnataka,0
TXN-01996,2025-07-28 12:00,4508.96,Home & Kitchen,Debit Card,Desktop,Same as billing,Loyal,1053,12,1,12,Tier-2,Uttar Pradesh,1
TXN-01997,2025-08-09 15:00,9196.53,Books,UPI,Mobile,Same as billing,Loyal,673,14,0,15,Tier-1,Bihar,0
TXN-01998,2025-06-03 15:00,25193.36,Beauty,Credit Card,Tablet,Different from billing,New,23,7,0,15,Metro,West Bengal,0
TXN-01999,2025-07-26 16:00,3758.74,Home & Kitchen,Debit Card,Mobile,Different from billing,Loyal,659,10,0,16,Tier-3,Bihar,0
TXN-02000,2025-08-24 08:00,3027.74,Clothing,UPI,Mobile,Same as billing,Loyal,1304,11,0,8,Metro,Punjab,0
TXN-02001,2025-06-06 10:00,2708.42,Books,Credit Card,Desktop,Same as billing,Returning,112,12,1,10,Metro,Kerala,0
TXN-02002,2025-08-23 09:00,310.74,Beauty,Credit Card,Desktop,Same as billing,Returning,770,9,2,9,Tier-3,Punjab,0
TXN-02003,2025-08-24 14:00,25525.41,Electronics,Credit Card,Mobile,Same as billing,New,1,13,0,14,Tier-1,Rajasthan,1
TXN-02004,2025-07-03 13:00,3582.39,Electronics,COD,Mobile,Different from billing,Loyal,250,12,0,13,Tier-1,Delhi,1
TXN-02005,2025-08-14 12:00,3006.17,Toys,Net Banking,Tablet,Same as billing,Returning,265,14,0,12,Metro,Rajasthan,0
TXN-02006,2025-06-02 20:00,1274.15,Electronics,UPI,Desktop,Same as billing,New,89,8,0,20,Tier-3,Tamil Nadu,0
TXN-02007,2025-06-06 22:00,2889.41,Sports,UPI,Mobile,Different from billing,Returning,699,12,1,22,Tier-1,Assam,0
TXN-02008,2025-07-10 15:00,1176.13,Sports,UPI,Mobile,Same as billing,Loyal,1852,4,0,15,Tier-2,Kerala,0
TXN-02009,2025-06-14 19:00,723.06,Sports,Net Banking,Mobile,Same as billing,Loyal,661,14,0,19,Tier-3,Assam,0
TXN-02010,2025-07-24 10:00,391.51,Clothing,Net Banking,Mobile,Same as billing,Returning,94,7,1,10,Metro,Karnataka,0
TXN-02011,2025-08-20 09:00,3802.95,Home & Kitchen,Credit Card,Tablet,Same as billing,New,82,5,0,9,Metro,Punjab,0
TXN-02012,2025-06-27 11:00,198.14,Sports,UPI,Mobile,Same as billing,New,43,6,0,11,Metro,Punjab,0
TXN-02013,2025-06-18 06:00,172.67,Clothing,Net Banking,Desktop,Same as billing,Loyal,1130,3,0,6,Tier-2,Gujarat,0
TXN-02014,2025-06-10 15:00,8496.61,Sports,COD,Mobile,Different from billing,Returning,517,12,2,15,Tier-2,Assam,1
TXN-02015,2025-08-01 12:00,2296.85,Toys,UPI,Mobile,Same as billing,Returning,69,5,0,12,Tier-2,Tamil Nadu,0
TXN-02016,2025-08-04 12:00,2034.64,Home & Kitchen,COD,Desktop,Same as billing,Loyal,1201,10,0,12,Metro,Maharashtra,0
TXN-02017,2025-06-06 10:00,2460.59,Sports,COD,Mobile,Same as billing,Loyal,1485,6,0,10,Tier-2,Assam,0
TXN-02018,2025-07-06 17:00,4414.84,Home & Kitchen,Credit Card,Desktop,Different from billing,New,53,15,0,17,Tier-1,Karnataka,0
TXN-02019,2025-06-07 16:00,1042.16,Home & Kitchen,UPI,Desktop,Same as billing,Loyal,628,11,0,16,Tier-1,Punjab,0
TXN-02020,2025-08-06 15:00,3539.93,Home & Kitchen,Debit Card,Mobile,Different from billing,New,17,13,0,15,Tier-3,Kerala,0
TXN-02021,2025-07-29 16:00,248.26,Beauty,Credit Card,Tablet,Same as billing,Returning,484,6,0,16,Tier-3,Bihar,0
TXN-02022,2025-07-06 07:00,1473.87,Clothing,Wallet,Mobile,Same as billing,Loyal,1199,1,0,7,Tier-1,Bihar,0
TXN-02023,2025-06-15 17:00,13136.49,Clothing,UPI,Mobile,Same as billing,Returning,259,13,0,17,Tier-1,Bihar,0
TXN-02024,2025-07-19 15:00,6596.52,Home & Kitchen,Credit Card,Desktop,Different from billing,Loyal,1768,1,0,15,Tier-2,Bihar,0
TXN-02025,2025-06-13 17:00,1348.71,Beauty,COD,Mobile,Same as billing,Returning,319,14,0,17,Metro,Odisha,1
TXN-02026,2025-08-05 12:00,110.37,Books,Net Banking,Desktop,Same as billing,Returning,112,15,0,12,Metro,Bihar,0
TXN-02027,2025-07-29 10:00,3156.48,Books,COD,Mobile,Different from billing,Loyal,610,7,0,10,Metro,Odisha,0
TXN-02028,2025-06-10 17:00,457.92,Clothing,COD,Tablet,Same as billing,Returning,784,7,1,17,Tier-2,Karnataka,0
TXN-02029,2025-07-17 18:00,1130.5,Sports,COD,Mobile,Different from billing,Returning,603,5,0,18,Tier-3,Delhi,1
TXN-02030,2025-07-23 08:00,5710.1,Home & Kitchen,Net Banking,Mobile,Different from billing,New,42,6,0,8,Tier-2,Rajasthan,0
TXN-02031,2025-07-11 13:00,397.65,Beauty,Debit Card,Mobile,Same as billing,Loyal,816,1,0,13,Metro,Odisha,0
TXN-02032,2025-08-11 11:00,771.02,Electronics,UPI,Desktop,Different from billing,New,3,6,0,11,Tier-3,Gujarat,1
TXN-02033,2025-08-03 16:00,1885.9,Sports,Debit Card,Mobile,Different from billing,Loyal,449,6,0,16,Metro,Telangana,0
TXN-02034,2025-08-01 10:00,3981.58,Electronics,COD,Mobile,Different from billing,New,49,10,0,10,Tier-1,Telangana,0
TXN-02035,2025-07-20 10:00,99,Beauty,Credit Card,Mobile,Same as billing,Loyal,1331,6,1,10,Metro,West Bengal,0
TXN-02036,2025-06-13 08:00,399.21,Clothing,UPI,Mobile,Same as billing,Loyal,1929,14,0,8,Metro,Rajasthan,0
TXN-02037,2025-07-27 14:00,1415.01,Home & Kitchen,COD,Mobile,Same as billing,Returning,252,3,0,14,Tier-1,Delhi,0
TXN-02038,2025-08-28 16:00,502.24,Home & Kitchen,COD,Mobile,Same as billing,Returning,732,15,0,16,Metro,Tamil Nadu,0
TXN-02039,2025-07-04 14:00,3642.87,Sports,Debit Card,Desktop,Same as billing,Returning,148,3,1,14,Tier-1,Kerala,0
TXN-02040,2025-07-07 15:00,1572.61,Electronics,COD,Tablet,Same as billing,Returning,433,14,2,15,Metro,Karnataka,0
TXN-02041,2025-07-30 12:00,17066.78,Sports,UPI,Mobile,Same as billing,Returning,197,9,0,12,Tier-2,Rajasthan,0
TXN-02042,2025-06-03 11:00,6903.8,Home & Kitchen,UPI,Desktop,Same as billing,Returning,568,12,0,11,Metro,Punjab,0
TXN-02043,2025-07-05 09:00,2636.89,Clothing,COD,Mobile,Same as billing,Loyal,1645,8,1,9,Tier-2,Assam,0
TXN-02044,2025-08-14 09:00,5017.11,Electronics,UPI,Mobile,Same as billing,New,80,5,0,9,Tier-1,Tamil Nadu,0
TXN-02045,2025-08-12 15:00,572.08,Sports,UPI,Mobile,Same as billing,New,45,3,0,15,Tier-1,Gujarat,0
TXN-02046,2025-07-29 10:00,3976.58,Electronics,Credit Card,Mobile,Different from billing,Loyal,446,10,2,10,Metro,West Bengal,0
TXN-02047,2025-07-10 13:00,188.51,Beauty,Wallet,Desktop,Same as billing,New,2,1,0,13,Tier-3,Madhya Pradesh,0
